id,title,description,cat1IDs,cat2IDs,cat3IDs,cat4IDs,cat5IDs,cat6IDs,cat7IDs,cat8IDs,cat9IDs,cat10IDs,cat11IDs,cat12IDs,cat13IDs,cat14IDs,cat15IDs,cat16IDs,cat17IDs,cat18IDs
146174,Thông tư 99/2020/TT-BTC,Hướng dẫn về hoạt động của công ty quản lý quỹ đầu tư chứng khoán,,,,,,,,,,,,,,,,,,
146442,Thông tư 98/2020/TT-BTC,Hướng dẫn hoạt động và quản lý quỹ đầu tư chứng khooán,,,,"27426,49337,49374,49377,49379,110972","123330,139885,142881",,,,,,,,,,,,,
144891,Thông tư 08/2020/TT-BKHĐT,"Hướng dẫn việc tiếp nhận tài trợ, đóng góp, nhận uỷ thác của Quỹ Phát triển doanh nghiệp nhỏ và vừa",,,,,"128706,130308,135364",,,,,,,,,,,,,
152670,Thông tư 09/2020/TT-BLĐTBXH,Quy định chi tiết và hướng dẫn thi hành một số điều của Bộ luật Lao động về lao động chưa thành niên,,,,,"119527,139264",,,,,,,,,,,,,
146696,Thông tư 10/2020/TT-BLĐTBXH,"Quy định chi tiết và hướng dẫn thi hành một số điều, khoản sau đây của Bộ luật Lao động về nội dung của Hợp đồng lao động, hội đồng thương lượng tập thể và nghề, công việc có ảnh hưởng xấu tới chức năng sinh sản, nuôi con",,,,"43643,122203","119527,139264",,,,,,,,,,,,,
150740,Thông tư 08/2020/TT-BVHTTDL,Thông tư ban hành Định mức kinh tế - kỹ thuật phần mỹ thuật trong xây dựng công trình tượng đài và phù điêu.,,,,,,,,,,,,,,,,,,
145000,Thông tư 12/2020/TT-BNNPTNT,"Quy định về quản lý thuốc thú y có chứa chất ma túy, tiền chất; kê đơn, đơn thuốc thú y; sửa đổi, bổ sung một số điều của Thông tư số 18/2018/TT-BNNPTNT",,,,,"21467,23005,70803,119066,135762,137311,140558,142818",,,"21467,23005,114551,133964,135762,140558,142818",156126,,,,,,,156126,133964,
147403,Thông tư 44/2020/TT-BGDĐT,Ban hành Danh mục thiết bị dạy học tối thiểu lớp 6,,,,,"123134,136042",157185,144980,,,,,,,,,,,
146817,Thông tư 43/2020/TT-BGDĐT,Ban hành Danh mục thiết bị dạy học tối thiểu lớp 2,,,,,"123134,136042",157184,11782,,,,,,,,,,,
144752,Thông tư 05/2020/TT-BKHCN,Quy định về an toàn hạt nhân đối với cơ sở lò phản ứng hạt nhân nghiên cứu,,,,,"12804,124474",,,,,,,,,,,,,
147401,Thông tư 39/2020/tt-bgdđt,Quy định về tiêu chuẩn đánh giá chất lượng chương trình đào tạo từ xa trình độ đại học,,,,,"27706,123134,137459,140541",,,,,,,,,,,,,
144995,Thông tư 38/2020/TT-BGDĐT,"Quy định về liên kết đào tạo với nước ngoài trình độ đại học, thạc sĩ, tiến sĩ theo hình thức trực tuyến và hình thức trực tiếp kết hợp trực tuyến",,,,,"27706,123134,131026,137459,140541",,,"128419,131026,140541",,,,,,,,,,
158301,Thông tư 105/2020/TT-BCA,Quy định chế độ điều dưỡng trong Công an nhân dân,,,,,,,,,,,,,,,,,,
144994,Thông tư 37/2020/TT-BGDĐT,"Quy định về tổ chức hoạt động, sử dụng thư điện tử và cổng thông tin điện tử tại sở giáo dục và đào tạo, phòng giáo dục và đào tạo và các cơ sở giáo dục mầm non, giáo dục phổ thông và giáo dục thường xuyên",,,,71440,"14476,15066,17067,26495,30673,47104,123134,128671",,,"26495,126903,128351,131048,131984",,,,,,,,,,
144759,Thông tư 23/2020/TT-BGTVT,"Sửa đổi, bổ sung một số điều của Thông tư số 89/2015/TT-BGTVT ngày 31/12/2015 của Bộ trưởng Bộ Giao thông vận tải quy định về kiểm tra chất lượng an toàn kỹ thuật và bảo vệ môi trường xe máy chuyên dùng và Thông tư số 42/2018/TT-BGTVT ngày 30/7/2018 của Bộ trưởng Bộ Giao thông vận tải quy định sửa đổi, bổ sung một số điều của các Thông tư trong lĩnh vực Đăng kiểm",,,,,"12333,12630,12896,26117,36884,119316,129421,144758",173208,132109,"111821,132109,140408",,,,,,,111821,165035,,165035
144890,Thông tư 07/2020/TT-BKHĐT,"Quy định về công tác bảo vệ bí mật nhà nước thuộc lĩnh vực kế hoạch, đầu tư và thống kê",,,,24016,"130308,141824,141825",,,,,,,,,,,,,
144424,Thông tư 27/2020/TT-BCT,"Quy định về nội dung, trình tự, thủ tục hoạt động kiểm tra, xử lý vi phạm hành chính và thực hiện các biện pháp nghiệp vụ
của lực lượng Quản lý thị trường",,,,133205,"27621,101902,114916,124613,136815",,,,,,,,,,,,,
161082,Thông tư 25/2020/TT-BCT,"Thông tư quy định về việc lập kế hoạch, báo cáo thực hiện kế hoạch sử dụng năng lượng tiết kiệm và hiệu quả; thực hiện kiểm toán năng lượng",,,,27471,"25703,26248,124613",,139672,,,,,,,,,160787,,
144260,Thông tư 04/2020/TT-BKHCN,"Sửa đổi, bổ sung một số điều của Thông tư số 32/2011/TT-BKHCN ngày 15 tháng 11 năm 2011 của Bộ trưởng Bộ Khoa học và Công nghệ quy định về việc xác định tiêu chí dự án ứng dụng công nghệ cao, dự án đầu tư sản xuất sản phẩm công nghệ cao và thẩm định hồ sơ đề nghị cấp Giấy chứng nhận hoạt động ứng dụng công nghệ cao, doanh nghiệp thành lập mới từ dự án đầu tư sản xuất sản phẩm công nghệ cao, doanh nghiệp công nghệ cao",,,,,"12354,25820,124474",,,"27273,67310",162127,,,,,,,,27273,
144888,Thông tư 06/2020/TT-BKHĐT,Hướng dẫn thực hiện Nghị định số 25/2020/NĐ-CP ngày 28 tháng 02 năm 2020 của Chính phủ quy định chi tiết thi hành một số điều của Luật Đấu thầu về lựa chọn nhà đầu tư,,,,124295,"37383,130308,130707,141049",,,,,,,,,,,,,
157194,Thông tư 114/2020/TT-BQP,"Thông tư ban hành 18 quy trình kiểm định kỹ thuật an toàn đối với máy, thiết bị có yêu cầu nghiêm ngặt về an toàn lao động trong Bộ Quốc phòng",117760,,,,"70811,105821,117760,131493,132854",,,,,,,,,,,,,
144128,Thông tư 31/2020/TT-BGDĐT,"Bãi bỏ một số văn bản quy phạm pháp luật do Bộ trưởng Bộ Giáo dục và Đào tạo ban hành về bảo đảm chất lượng, kiểm định chất lượng giáo dục và hợp tác quốc tế trong lĩnh vực giáo dục",,,,"15638,19819,27235,27466,37402,128667","70800,103581,123134",,37522,,,,,,,,,,,
144125,Thông tư 32/2020/TT-BGDĐT,"Ban hành Điều lệ trường trung học cơ sở, trường trung học phổ thông và trường phổ thông có nhiều cấp học",,,,26344,"121488,123134,134018,136042",,,,,,,,,,,,,
144109,Thông tư 08/2020/TT-BTNMT,Quy định kỹ thuật phương pháp quan trắc hải văn,,,,,"96020,106082,123776,141955",148492,,,,,,,,,,,,
147065,Thông tư 24/2020/TT-BTTTT,"Ban hành Thông tư quy định về công tác triển khai, giám sát công tác triển khai và nghiệm thu dự án đầu tư ứng dụng công nghệ thông tin sử dụng nguồn vốn ngân sách nhà nước",,,,25922,"15066,118698,137805",174916,,,,,,,,,,,,
143930,Thông tư 21 /2020/TT-BCT,"Quy định về trình tự, thủ tục cấp giấy phép hoạt động điện lực",,,,"132085,135145,137817,135145,137817","18565,28068,32512,124613,127429,140944",,,,,,,,,,,160139,,
144123,Thông tư 27/2020/TT-BGDĐT,Ban hành Quy định đánh giá học sinh tiểu học,,,,"46137,118837","123134,136042",,,,,,,,,,,,,
144124,Thông tư 28/2020/TT-BGDĐT,Ban hành Điều lệ Trường tiểu học,,,,"41954,41955","123134,134018,136042",,,,,,,,,,,,,
145091,Thông tư 19/2020/TT-BGTVT,"Quy định mức giá, khung giá một số dịch vụ chuyên ngành hàng không tại cảng hàng không, sân bay Việt Nam từ ngày 01 tháng 3 năm 2020 đến hết ngày 30 tháng 9 năm 2020",140054,,,,"27624,32610,46747,92200,115469,119316",,,,,,,,,,,,,
143969,Thông tư 05/2020/TT-BVHTTDL,Quy định về đánh giá hoạt động thư viện,,,,,,,,,,,,,,,,,,
144240,Thông tư 05/2020/TT-BLĐTBXH,Quy định quy chế tổ chức và hoạt động của Trung tâm Giáo dục nghề nghiệp công lập cấp huyện,,,,,"46822,119527,136042",,,,,,,,,,,,,
144572,Thông tư 76/2020/TT-BTC,"Sửa đổi, bổ sung một số điều của Thông tư liên tịch số 39/2014/TTLT-BCT- BTC ngày 29 tháng 10 năm 2014 của Bộ Công Thương, Bộ Tài chính quy định về phương pháp tính giá cơ sở; cơ chế hình thành, quản lý, sử dụng Quỹ Bình ổn giá và điều hành giá xăng dầu theo quy định tại Nghị định số 83/2014/NĐ-CP ngày 03 tháng 9 năm 2014 của Chính phủ về kinh doanh xăng dầu; Thông tư số 38/2014/TT-BTC ngày 28 tháng 3 năm 2014 của Bộ Tài chính hướng dẫn một số điều của Nghị định số 89/2013/NĐ-CP ngày 06 tháng 8 năm 2013 của Chính phủ quy định chi tiết thi hành một số điều của Luật giá về thẩm định giá; Thông tư số 138/2007/TT-BTC ngày 29 tháng 11 năm 2007 của Bộ Tài chính hướng dẫn quản lý, thanh toán, quyết toán vốn đầu tư bồi thường, hỗ trợ và tái định cư dự án thủy điện Sơn La",,,,,,,,,152513,,,,,,,,,
143975,Thông tư 19/2020/TT-BCT,"Sửa đổi, bổ sung các Thông tư quy định thực hiện Quy tắc xuất xứ hàng hóa trong Hiệp định Thương mại hàng hóa ASEAN",,,,143757,"124613,128977",,,,,,,,,,,,,
143827,Thông tư 22/2020/TT-BGDĐT,"Quy định về đánh giá, xếp loại Đơn vị học tập",,,,,"123134,136042",164242,,,,,,,,,,,,
143593,Thông tư 03/2020/TT-BXD,Quy định về hồ sơ thiết kế kiến trúc và mẫu chứng chỉ hành nghề kiến trúc,,,,,"126445,136039",,,,,,,,,,,,,
144279,Thông tư 09/2020/TT-BNNPTNT,"hướng dẫn xác nhận thiên tai, dịch bệnh trong thực hiện chính sách hỗ trợ bảo hiểm nông nghiệp",,,,,"119066,128826",,,"26043,93605,106174,106202,128826,142035",,,,,,,,,,
143466,Thông tư 15/2020/TT-BGTVT,Quy định về hoạt động của trạm thu phí dịch vụ sử dụng đường bộ,,,,118528,,153540,,,,,,,,,,145902,,145902
149468,Thông tư 80/2020/TT-BCA,Quy định về cung cấp thông tin đảm bảo hoạt động của Cổng Thông tin điện tử Bộ Công an,,,,,"26495,27698,30673,70800,101873,103581,127607,128671,134676",,,,,,,,,,,,,
143592,Thông tư 02/2020/TT-BXD,"Sửa đổi, bổ sung một số điều của 04 Thông tư có liên quan đếnquản lý chi phí đầu tư xây dựng",,,,,"36867,126445,137727,142843",152364,,,152371,,,,,,,,"140302,140314,140320,140374",
160068,Thông tư 18/2020/TT-BCT,Thông tư quy định về phát triển dự án và hợp đồng mua bán điện mẫu áp dụng cho các dự án điện mặt trời,,,,"124984,135146","124613,141687",,,,160066,,,,,,,,,
144164,Thông tư 14/2020/TT-BYT,Ban hành Thông tư quy định một số nội dung trong đấu thầu trang thiết bị y tế tại các cơ sở y tế công lập,,,,,"32842,36698,112623,123256,133479,140548",,,,,,,,,,,,,
169348,Thông tư 15/2020/TT-BCT,Thông tư ban hành Quy chuẩn kỹ thuật quốc gia về yêu cầu thiết kế cửa hàng xăng dầu,,,,"30626,96589","13716,15062,124613,127429,129692",,,,,,,,,,,,,
143764,Thông tư 14 /2020/TT-BCT,Hướng dẫn một số quy định về thanh tra chuyên ngành Công Thương,,,,112759,"26353,27186,94367,124613",172965,,,,,,,,,,,,
142712,Thông tư 07/2020/TT-NHNN,"Quy định việc đầu tư, mua sắm hàng hóa phục vụ hoạt động 
               in, đúc tiền của Ngân hàng Nhà nước Việt Nam","27421,86937,128863,133955,141685",,,17325,"27421,86937,118609,128863,133955,141685",,,,,,,,,,,,,
142742,Thông tư 05/2020/TT-BKHĐT,"sửa đổi, bổ sung một số điều của Thông tư số 04/2017/TT-BKHĐT ngày 15 tháng 11 năm 2017 của Bộ Kế hoạch và Đầu tư quy định chi tiết về lựa chọn nhà thầu qua Hệ thống mạng đấu thầu Quốc gia",,,,,"17067,32842,36698,130308",156723,,,,,,,,,,,142743,
143824,Thông tư 19/2020/TT-BGDĐT,Quy định chế độ báo cáo định kỳ thuộc phạm vi quản lý nhà nước của Bộ Giáo dục và Đào tạo,,,,,"123134,133862",,,133862,,,,,,,,,,
143179,Thông tư 13/2020/TT-BGTVT,"Sửa đổi, bổ sung một số điều của Thông tư số 50/2015/TT-BGTVT ngày 23 tháng 9 năm 2015 của Bộ trưởng Bộ Giao thông vận tải hướng dẫn thực hiện một số điều của Nghị định số 11/2010/NĐ-CP ngày 24 tháng 02 năm 2010 của Chính phủ quy định về quản lý và bảo vệ kết cấu hạ tầng giao thông đường bộ và Thông tư số 35/2017/TT-BGTVT ngày 09 tháng 10 năm 2017 của Bộ trưởng Bộ Giao thông vận tải sửa đổi, bổ sung một số điều của Thông tư số 50/2015/TT-BGTVT ngày 23 tháng 9 năm 2015 của Bộ trưởng Bộ Giao thông vận tải hướng dẫn thực hiện một số điều của Nghị định số 11/2010/NĐ-CP ngày 24 tháng 02 năm 2010 của Chính phủ quy định về quản lý và bảo vệ kết cấu hạ tầng giao thông đường bộ",,,,,"12333,24966,32074,119316",,,,152458,,,,,,,,"85827,125707",
144203,Thông tư 12/2020/TT-BYT,"Ban hành Thông tư quy định việc sửa đổi, bổ sung Thông tư số 02/2018/TT-BYT ngày 22 tháng 01 năm 2018 của Bộ trưởng Bộ Y tế quy định về thực hành tốt cơ sở bán lẻ thuốc.",,,,,"101886,123255,123256,132181",,,,,,,,,,,,,
144167,Thông tư 11/2020/TT-BYT,"Ban hành Thông tư ban hành Danh mục hoạt chất cấm sử dụng và hạn chế phạm vi sử dụng trong chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế",,,,,"112021,123256",,,,,,,,,,,,,
143765,Thông tư 12/2020/TT-BCT,"Sửa đổi, bổ sung, bãi bỏ một số điều của Thông tư số 09/2017/TT-BCT ngày 13 tháng 7 năm 2017 của Bộ trưởng Bộ Công Thương quy định hoạt động kiểm định kỹ thuật an toàn lao động thuộc thẩm quyền quản lý của Bộ Công Thương và một số quy trình kiểm định ban hành kèm theo Thông tư số 10/2017/TT-BCT ngày 26 tháng 7 năm 2017 của Bộ trưởng Bộ Công Thương ban hành quy trình kiểm định kỹ thuật an toàn lao động đối với máy, thiết bị, vật tư có yêu cầu nghiêm ngặt về an toàn lao động thuộc thẩm quyền quản lý của Bộ Công Thương",,,,,"70811,117760,124613,131493",,,,,,,,,,"123027,142646",163135,,
143688,Thông tư 13/2020/TT-BCT,"Sửa đổi, bổ sung, bãi bỏ một số quy định về điều kiện đầu tư kinh doanh thuộc lĩnh vực quản lý nhà nước của Bộ Công Thương",,,,,"124613,140944",,"38038,46689,46691,46721,104756,111750,127134,133217",,,,,,,,,,,
143461,Thông tư 58/2020/TT-BCA,"Quy định quy trình cấp, thu hồi đăng ký, biển số phương tiện giao thông cơ giới đường bộ",,,,,"12333,95942,134676",,,,,,,,,,,,,
143357,Thông tư 9/2020/TT-BYT,"sửa đổi, bổ sung Thông tư số 03/2018/TT-BYT ngày 09 tháng 02 năm 2018 của Bộ trưởng Bộ Y tế quy định về thực hành tốt phân phối thuốc, nguyên liệu làm thuốc",,,,,"101886,123255,123256,132181",,,,,,,,,,,,,
146987,Thông tư 03/2020/TT-BVHTTDL,Thông tư quy định về tổ chức và hoạt động của Hội đồng lựa chọn dự án sản xuất phim có sử dụng ngân sách nhà nước.,,,,,,163707,,,,,,,,,,,,
143465,Thông tư 12/2020/TT-BGTVT,"Quy định về tổ chức, quản lý hoạt động vận tải bằng xe ô tô và dịch vụ hỗ trợ vận tải đường bộ",,,,"37687,63043,92571,111610",,173086,,,,,,,,,,"167350,161094,154916,147456,145902",,"167350,161094,154916,147456,145902"
142805,Thông tư 04/2020/TT-BTP,Quy định chi tiết thi hành một số điều của Luật hộ tịch và Nghị định số 123/2015/NĐ-CP ngày 15 tháng 11 năm 2015 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật hộ tịch,92897,,,94691,"46746,92897,124252",,,"12331,36870,36891",158653,,,,,,,167546,,167546
143356,Thông tư 8/2020/TT-BYT,"sửa đổi, bổ sung Thông tư số 04/2018/TT-BYT ngày 09 tháng 02 năm 2018 của Bộ trưởng Bộ Y tế quy định về thực hành tốt phòng thí nghiệm.",,,,,"101886,123255,123256,132181",,,,,,,,,,,,,
143801,Thông tư 13/2020/TT-BGDĐT,"Ban hành Quy định tiêu chuẩn cơ sở vật chất các trường mầm non, tiểu học, trung học cơ sở, trung học phổ thông và trường phổ thông có nhiều cấp học",,,,,"113297,123134,127392,136042",,,127392,,,,,,,,173168,,173168
143802,Thông tư 14/2020/TT-BGDĐT,Ban hành Quy định phòng học bộ môn của cơ sở giáo dục phổ thông,,,,24088,"123134,134018",,,,,,,,,,,,,
145012,Thông tư 15/2020/TT-BGDĐT,Ban hành Quy chế thi tốt nghiệp trung học phổ thông,,,,"118859,128356,138276,143641","15651,18129,23779,26425,27706,28052,123134,136042,137459",173678,,,,,,,,,,"166000,159835,147477",,"166000,159835,147477"
142237,Thông tư 04/2020/TT-BLĐTBXH,"Hướng dẫn thực hiện quy định về đơn giá khoán, quỹ tiền lương thực hiện của người lao động và Ban điều hành quy định tại Điều 7 và Điều 8 Nghị định số 20/2020/NĐ-CP ngày 17 tháng 02 năm 2020 của Chính phủ thực hiện thí điểm quản lý lao động, tiền lương, tiền thưởng đối với một số tập đoàn kinh tế, tổng công ty nhà nước",,,,,"119527,140942",,,,,,,,,,,,,
143971,Thông tư 01/2020/TT-BVHTTDL,"Quy định các mẫu văn bản thông báo thành lập, sáp nhập, hợp nhất, chia, tách, giải thể, chấm dứt hoạt động thư viện",,,,,,,,,,,,,,,,163115,,163115
143800,Thông tư 12/2020/TT-BGDĐT,"Hướng dẫn về chức năng, nhiệm vụ, quyền hạn của Sở Giáo dục và Đào tạo thuộc Ủy ban nhân dân tỉnh, thành phố trực thuộc Trung ương, Phòng Giáo dục và Đào tạo thuộc Ủy ban nhân dân huyện, quận, thị xã, thành phố thuộc tỉnh, thành phố thuộc thành phố trực thuộc Trung ương",,,,67229,"34071,35594,113297,123134,134018",,,"121488,131026,133934,134018",,,,,,,,,,
143354,Thông tư 7/2020/TT-BYT,"hướng dẫn tiêu chuẩn, định mức sử dụng xe ô tô chuyên dùng trong lĩnh vực y tế",,,,,"122988,123256,127385,133855",171706,,,,,,,,,,,,
143797,Thông tư 10/2020/TT-BGDĐT,Ban hành Quy chế tổ chức và hoạt động của đại học vùng và các cơ sở giáo dục đại học thành viên,,,,38073,"27706,32532,113297,123134,137459,140541",,,"27706,32522,122988,137459,140541",,,,,,,,,,
142265,Thông tư 10/2020/TT-BGTVT,"Quy định việc đặt hàng, đấu thầu cung cấp dịch vụ sự nghiệp công quản lý, bảo trì đường thủy nội địa quốc gia sử dụng ngân sách nhà nước từ nguồn kinh phí chi thường xuyên",,,,142264,"19476,36824,119316,135066",,,"32610,115469,128522,135066",,,,,,,,163591,,163591
143642,Thông tư 09/2020/TT-BGDĐT,Ban hành Quy chế tuyển sinh trình độ đại học; tuyển sinh trình độ cao đẳng ngành Giáo dục Mầm non,,,,"120815,128360,138275","18129,23779,26425,27706,28052,31070,32532,123134,134195,137459",154415,"23328,120813",,,,,,,,,148530,,148530
146204,Thông tư 10/2020/TT-BTTTT,"Sửa đổi, bổ sung một số nội dung của Thông tư số 30/2011/TT-BTTTT ngày 31 tháng 10 năm 2011 của Bộ trưởng Bộ Thông tin và Truyền thông quy định về chứng nhận hợp quy và công bố hợp quy đối với sản phẩm, hàng hóa chuyên ngành công nghệ thông tin và truyền thông",,,,,"12630,12896,13716,15062,23776,23856,26317,118698,128994,129692",,133255,,174567,,,,,,,,27071,
141714,Thông tư 03/2020/TT-BKHĐT,Quy định Quy trình kiểm tra và sử dụng số liệu và Thông tin thống kê nhà nước,,,,,"95927,113087,113089,130308",,,,,,,,,,,,,
141605,Thông tư 02/2020/TT-NHNN,Hướng dẫn hoạt động thanh toán và chuyển tiền liên quan đến kinh doanh chuyển khẩu hàng hóa,36831,,,,"36831,118609",,,,,,,,,,,,,
142709,Thông tư 17/2020/TT-BTC,"Bãỉ bỏ một số văn bản quy phạm pháp luật do Bộ trưởng Bộ Tàỉ chính ban hành và liên tịch ban hành trong lĩnh vực dự trữ nhà nước, quản lý giá, quản lý tài chính đầu tư và quản lý tài chính hành chính sự nghiệp",,,,,,,,,,,,,,,,,,
142387,Thông tư 06/2020/TT-BCT.,"Sửa đổi, bổ sung một số điều của Thông tư số 03/2019/TT-BCT ngày 22 tháng 01 năm 2019 của Bộ trưởng Bộ Công Thương quy định Quy tắc xuất xứ hàng hóa trong Hiệp định Đối tác Toàn diện và Tiến bộ xuyên Thái Bình Dương",,,,,"124613,128977",,,,,,,,,,,,136941,
141576,Thông tư 02/2020/TT-BKHĐT,Quy định phân loại khu vực thể chế áp dụng trong thống kê Việt Nam,,,,,"95927,113087,130308",,,,,,,,,,,,,
142784,Thông tư 04/2020/TT-BGDĐT,"Quy định chi tiết một số điều của Nghị định số 86/2018/NĐ-CP ngày 06 tháng 6 năm 2018 của Chính phủ quy định về hợp tác, đầu tư của nước ngoài trong lĩnh vực giáo dục",131026,,,,"123134,131026",,,123151,,,,,,,,,,
141274,Thông tư 01/2020/TT-NHNN,"Quy định về việc tổ chức tín dụng, chi nhánh ngân hàng nước ngoài cơ cấu lại thời hạn trả nợ, miễn, giảm lãi, phí, giữ nguyên nhóm nợ nhằm hỗ trợ khách hàng chịu ảnh hưởng do dịch Covid - 19",,,,,"25692,25693,118609,126820",,,,"147215,169221,162635",,,,,,,"149421,147215",,"149421,147215"
141092,Thông tư 05/2020/TT- BGTVT,"Sửa đổi, bổ sung một số điều của Thông tư số 03/2018/TT-BGTVT 
ngày 10 tháng 01 năm 2018 quy định về kiểm tra chất lượng an toàn kỹ thuật và bảo vệ môi trường đối với ô tô nhập khẩu thuộc đối tượng của 
Nghị định số 116/2017/NĐ-CP",,,,,"12333,12630,12896,36884,119316,127249,128994,129421,135062,140944",173169,"127676,127676","95808,111612,111822,127249,127676,135062,137435,140944",,,141477,,,,,,127676,
147147,Thông tư 04/2020/TT-BTTTT,Ban hành Thông tư quy định về lập và quản lý chi phí dự án đầu tư ứng dụng công nghệ thông tin,,,,,"15066,118698,137805",174931,,,,,,,,,,,,
141574,Thông tư 01/2020/TT-BKHĐT,Hướng dẫn phân loại và đánh giá hợp tác xã,,,,,"25693,28067,32825,70800,126820,130308",,,,,,,,,,,,,
146192,Thông tư 02/2020/TT-BTTTT,"Quy định danh mục, đối tượng thụ hưởng, phạm vi, chất lượng, giá cước tối đa dịch vụ viễn thông công ích và mức hỗ trợ cung cấp dịch vụ viễn thông công ích đến năm 2020",,,,115057,"23776,26317,27624,32610,111845,115469,118698,121959",174567,,,,,,,,,,,,
148425,Thông tư 15/2020/TT-BCA,Quy định về thực hiện dân chủ trong công tác quản lý hành chính về trật tự xã hội,,,,,"7562,47825,101873,134676,137283",,,,,,,,,,,,,
141441,Thông tư 03/2020/TT-BGDĐT,"Quy định chi tiết hướng dẫn về tiêu chuẩn, định mức sử dụng diện tích công trình sự nghiệp thuộc lĩnh vực giáo dục và đào tạo",,,,,"27706,123134,127392,137459",,,127392,,,,,,,,,,
142662,Thông tư 01/2020/TT-BNG,Thông tư về Lãnh sự danh dự nước Cộng hòa xã hội chủ nghĩa Việt Nam,,,,,,,,,,,,,,,,,,
140746,Thông tư 02/2020/TT-BYT,"Quy định trách nhiệm, trình tự thông báo kết quả xét nghiệm HIV dương tính",,,,,"15078,123256",,,,,,,,,,,,,
141728,Thông tư 13/2019/TT-BKHĐT,quy định năm 2020 làm năm gốc để tính các chỉ tiêu thống kê theo giá so sánh,,,,27410,"95927,113074,113087,130308",,,,,,,,,,,,,
147153,Thông tư 20/2019/TT-BTTTT,Ban hành “Quy chuẩn kỹ thuật quốc gia về lắp đặt mạng cáp ngoại vi viễn thông”,,,,,"13716,15062,23776,118698,129692",,26596,,,,,,,,,,,
140205,Thông tư 56/2019/TT-BGTVT,"Quy định tiêu chí giám sát, nghiệm thu kết quả bảo trì tài sản kết cấu hạ tầng hàng không theo chất lượng thực hiện và chế độ, quy trình bảo trì tài sản kết cấu hạ tầng hàng không",128860,,,,"15068,46747,66706,92200,119316,122988,128860",,,"66706,118061",,,,,,,,,,
156613,Thông tư 15/2019/TT-BVHTTDL,"Quy định chi tiết một số quy định về bảo quản, tu bổ, phục hồi di tích",,,,30300,"11750,23259,36867,127328,132859",,,,,,,,,,,,,
139916,Thông tư 35/2019/TT-NHNN,"Quy định hạch toán kế toán tài sản cố định, công cụ, dụng cụ 
và vật liệu của Ngân hàng Nhà nước Việt Nam","33958,33964,127385",,,105381,"33958,33964,118609,127385",,,,,,,,,,,,,
140054,Thông tư 53/2019/TT-BGTVT,"Quy định mức giá, khung giá một số dịch vụ chuyên ngành hàng không tại cảng hàng không, sân bay Việt Nam","32610,115469",,145091,"140046,140047,140049,140050,140052","15068,27624,32610,46747,92200,115469,119316",172791,140053,"92549,120044",167300,,,,,,,,,
149982,Thông tư 37/2019/TT-BYT,quy định chế độ báo cáo thống kê ngành y tế,,,,,"95927,113074,113087,123256,134690",,,,,,,,,,,,,
147925,Thông tư 26/2019/TT-BGDĐT,"Quy định về quản lý, vận hành và sử dụng Hệ thống cơ sở dữ liệu ngành về giáo dục mầm non, giáo dục phổ thông và giáo dục thường xuyên",,,,,"14476,123134",157188,,112057,,,,,,,,,,
141096,Thông tư 38/2019/TT-BLĐTBXH,"Hướng dẫn xây dựng môi trường giáo dục an toàn, lành mạnh, thân thiện, phòng, chống bạo lực học đường trong các cơ sở giáo dục nghề nghiệp",,,,,"46822,119527,128348,134195",,,,,,,,,,,,,
142644,Thông tư 41 /2019/TT-BLĐTBXH,"Sửa đổi, bổ sung một số điều của Thông tư số 38/2015/TT-BLĐTBXH ngày 19/10/2015 quy định về chứng chỉ kỹ năng nghề quốc gia, cấp và quản lý việc cấp chứng chỉ kỹ năng nghề quốc gia và Thông tư số 19/2016/TT-BLĐTBXH ngày 28/6/2016 về việc hướng dẫn thi hành một số điều của Nghị định số 31/2015/NĐ-CP ngày 24/3/2015 của Chính phủ quy định chi tiết thi hành một số điều của Luật Việc làm về đánh giá, cấp chứng chỉ kỹ năng nghề quốc gia",,,,,"32912,57544,119527,131493",,,,,,,,,,,,"92723,117819",
140745,Thông tư 35/2019/TT-BYT,"Quy định phạm vi hoạt động chuyên môn đối với người hành nghề khám bệnh, chữa bệnh.",,,,,"25170,123256,123266,132181",,,,,,,,,,,,,
160608,Thông tư 34/2019/TT-BLĐTBXH,"Hướng dẫn quản lý lao động, tiền lương, thù lao, tiền thưởng đối với Quỹ Phát triển doanh nghiệp nhỏ và vừa",,,,,"105815,105816,119527,135364",,,,,,,,,,,,,
139876,Thông tư 31/2019/TT-NHNN,"Quy định hệ thống tài khoản kế toán áp dụng 
cho tổ chức tài chính vi mô","118313,123811",,,,"118313,123811",,,,,,,,,,,,,
142803,Thông tư 195/2019/TT-BQP,Quy định chi tiết một số điều và biện pháp thi hành Nghị định số 18/2019/NĐ-CP ngày 01 tháng 02 năm 2019 của Chính phủ về quản lý và thực hiện hoạt động khắc phục hậu quả bom mìn vật nổ sau chiến tranh,134065,,,24654,"132854,134065",,,"12430,70727,84950,134065,142801,142802",,,,,,,,,,
