id,title,description,cat1IDs,cat2IDs,cat3IDs,cat4IDs,cat5IDs,cat6IDs,cat7IDs,cat8IDs,cat9IDs,cat10IDs,cat11IDs,cat12IDs,cat13IDs,cat14IDs,cat15IDs,cat16IDs,cat17IDs,cat18IDs
140230,Thông tư 27/2019/TT-BNNPTNT,"Bãi bỏ một số văn bản quy phạm pháp luật do Bộ trưởng Bộ Nông nghiệp và Phát triển nông thôn ban hành, liên tịch ban hành",,,,"5578,7765,12578,13700,15382,15384,16413,16674,25857,25865,30323,46393,46757,67942,105919","70800,103581,119066",,"26313,26452,130765","5578,7765,12578,13700,15957,16413,16674,18366,25857,25865,26313,26452,30323,46393,46757,67942,105919,130765",,,,,,,,,,
140320,Thông tư 11/2019/TT-BXD,Thông tư hướng dẫn xác định giá ca máy và thiết bị thi công xây dựng,,,,,"36867,126445,137727",152364,,,152380,,,,,,,143592,,143592
140306,Thông tư 17/2019/TT-BXD,Thông tư Hướng dẫn đo bóc khối lượng xây dựng công trình,137727,,,,"126445,137727",,,,152380,,,,,,,,,
140303,Thông tư 16/2019/TT-BXD,Thông tư Hướng dẫn xác định chi phí quản lý dự án và tư vấn đầu tư xây dựng,137727,,,,"126445,137727",152364,,,152371,,,,,,,,,
140294,Thông tư 13/2019/TT-BXD,"Thông tư Quy định việc quản lý chi phí đầu tư xây dựng các công trình xây dựng thuộc Chương trình mục tiêu quốc gia giảm nghèo bền vững, Chương trình mục tiêu quốc gia về xây dựng nông thôn mới",137727,,,,"126445,131410,137727",169668,,,,,,,,,,,,
140308,Thông tư 18/2019/TT-BXD,Thông tư hướng dẫn quy đổi vốn đầu tư xây dựng,137727,,,,"126445,137727",152364,,,,,,,,,,,,
140327,Thông tư 12/2019/TT-BXD,"Thông tư Hướng dẫn xây dựng và quản lý hệ thống cơ sở dữ liệu về định mức, giá xây dựng và chỉ số giá xây dựng",137727,,,,"36867,126445,137727",,,,,,,,,,,,,
140302,Thông tư 15/2019/TT-BXD,Thông tư hướng dẫn xác định đơn giá nhân công xây dựng,137727,,,,"126445,137727",152364,,,152380,,,,,,,143592,,143592
140296,Thông tư 14/2019/TT-BXD,Thông tư hướng dẫn xác định và quản lý chỉ số giá xây dựng,137727,,,,"126445,137727",152364,,,152380,,,,,,,,,
140374,Thông tư 10/2019/TT-BXD,Thông tư ban hành định mức xây dựng,137727,,,,"126445,137727",,,,152371,,,,,,,143592,,143592
140314,Thông tư 09/2019/TT-BXD,Thông tư Hướng dẫn xác định và quản lý chi phí đầu tư xây dựng,137727,,,,"36867,80946,126445,137727",152364,,,152380,,,,,,,143592,,143592
139672,Thông tư 42/2019/TT-BCT,"Sửa đổi, bổ sung một số quy định về chế độ báo cáo định kỳ tại các Thông tư do Bộ trưởng Bộ Công Thương ban hành hoặc liên tịch ban hành",,,,,"124613,133862",,"46721,117757,133195,133220",,"161082,158686",,,,,,,,"27243,27471,27815,37382,37400,44378,46699,46715,46717,47039,92513,92714,97057,107307,113443,113622,116436,117905,123027,125124,128279,128280,128981,129423,129476,133150,133222,134863,134869,135402,136097,139128",
139585,Thông tư 48/2019/TT-BGTVT,"Quy định tiêu chí giám sát, nghiệm thu kết quả bảo trì tài sản kết cấu hạ tầng giao thông đường bộ theo chất lượng thực hiện và việc áp dụng hình thức bảo trì tài sản kết cấu hạ tầng giao thông đường bộ",135132,,,,"12333,35012,66706,119316,122988,135132",,,,,,,,,,,161092,,161092
141893,Thông tư 11/2019/TT-BKHĐT,"Quy định chi tiết việc cung cấp, đăng tải thông tin về đấu thầu, lộ trình áp dụng lựa chọn nhà thầu qua mạng và quản lý, sử dụng giá trị bảo đảm dự thầu, bảo đảm thực hiện hợp đồng không được hoàn trả",,,,80447,"17067,32842,36698,55952,130308,130707,134267",156723,,,,,,,,,,,,
141464,Thông tư 18/2019/TT-BKHCN,Quy định về đánh giá hoạt động và chất lượng dịch vụ của tổ chức sự nghiệp công lập trong lĩnh vực khoa học và công nghệ,,,,121544,"32522,33450,52575,105827,124474",,,121544,,,,,,,,,,
147156,Thông tư 17/2019/TT-BTTTT,"Sửa đổi, bổ sung một số điều của Thông tư số 17/2012/TT-BTTTT ngày 05 tháng 11 năm 2012 của Bộ trưởng Bộ Thông tin và Truyền thông quy định việc tổ chức và đảm bảo thông tin liên lạc phục vụ công tác chỉ đạo, điều hành phòng, chống thiên tai",,,,,"23776,26317,32516,118698,132307",,,,,,,,,,,,27912,
140615,Thông tư 17/2019/TT-BKHCN,Hướng dẫn đánh giá trình độ và năng lực công nghệ sản xuất,,,,38218,"123514,124474",,,"38218,130098",,,,,,,,,,
144105,Thông tư 40/2019/TT-BCT,"Hướng dẫn thi hành công tác thi đua, khen thưởng trong ngành Công Thương",,,,129808,"18135,19415,32911,123642,124613",,,,164009,,,,,,,,,
147158,Thông tư 15/2019/TT-BTTTT,"Hướng dẫn thực hiện Quyết định số 219/QĐ-TTg ngày 21 tháng 02 năm 2019 của Thủ tướng Chính phủ phê duyệt Đề án hỗ trợ thông tin, tuyên truyền về dân tộc, tôn giáo",,,,,"118698,135066",,,,,,,,,,,,,
140740,Thông tư 31/2019/TT-BYT,Quy định yêu cầu đối với các sản phẩm sữa tươi sử dụng trong Chương trình Sữa học đường,,,,,"25495,123256,128513",,,,,,,,,,,,,
147292,Thông tư 02/2019/TT-UBDT,"bãi bỏ một số thông tư do Bộ trưởng, Chủ nhiệm Ủy ban Dân tộc liên tịch ban hành",,,,"37360,37460,37537,37538",70800,,,,,,,,,,,,,
139895,Thông tư 86/2019/TT-BTC,"Hướng dẫn xác định giá khởi điểm để đấu giá cho thuê, chuyển nhượng có thời hạn quyền khai thác tài sản kết cấu hạ tầng giao thông đường bộ do Nhà nước đầu tư, quản lý",,,,,,,,,,,,,,,,,,
157851,Thông tư .38/2019/TT-BCT,Thông tư 38/2019/TT-BCT Quy chuẩn kỹ thuật đối với trạm biến áp sử dụng trong hầm mỏ,,,,,"12630,124613",,,,,,,,,,,,,
139660,Thông tư 37 /2019/TT-BCT,Quy định chi tiết một số nội dung về các biện pháp phòng vệ thương mại,,,,128676,"123028,124613,128675",,,,,,,,,,,164546,,
139662,Thông tư 39/2019/TT-BCT,Quy định định mức tiêu hao năng lượng trong ngành công nghiệp sản xuất đường mía,,,,,"25703,26248,124613",,,,,,,,,,,,,
139670,Thông tư 36/2019/TT-BCT,"Quy định quản lý chất lượng sản phẩm, hàng hóa thuộc trách nhiệm quản lý của Bộ Công Thương",,,,27269,"12630,12896,13716,15062,114803,122041,124613,132179",,,,,,,,,,,,,
141696,Thông tư 29/2019/TT-BYT,"quy định việc xây dựng, ban hành và tổ chức triển khai thi hành văn bản quy phạm pháp luật về y tế.",,,,,"25389,30465,32561,80699,103581,123253,123256",,,"25389,30465,32561,35655,37939,80699,92899,103581,125276",,,,,,,,,,
142349,Thông tư 14/2019/TT-BVHTTDL,"Quy định về chế độ báo cáo định kỳ thuộc phạm vi quản lý nhà nước của Bộ Văn hóa, Thể thao và Du lịch.",,,,,,159077,,,,,,,,,,,,
144400,Thông tư 21/2019/TT-BGDĐT,"Ban hành Quy chế quản lý bằng tốt nghiệp trung học cơ sở, bằng tốt nghiệp trung học phổ thông, bằng tốt nghiệp trung cấp sư phạm, bằng tốt nghiệp cao đẳng sư phạm, văn bằng giáo dục đại học và chứng chỉ của hệ thống giáo dục quốc dân.",,,,"86406,13393,27666","15651,18129,23779,26425,27706,28052,46822,52553,123134,137459",,,,,,,,,,,,,
139671,Thông tư 34/2019/TT-BCT,Quy định về hệ thống thông tin năng lượng,,,,,"25703,26248,95927,124613,130821,133862",,,,,,,,,,,173905,,173905
139237,Thông tư 07/2019/TT-BTP,"Hướng dẫn một số nội dung về đăng ký thế chấp quyền sử dụng đất, 
tài sản gắn liền với đất",,,,111996,"32833,46742,95942,124252,124701",165645,,"32833,111996,124701",,,,,,,,,,
139659,Thông tư 33/2019/TT-BCT,Quy định Hệ thống tiêu chí của Chương trình Thương hiệu quốc gia Việt Nam,,,,,"123028,124613,128339,139253",,,,,,,,,,,,,
141658,Thông tư 20/2019/TT-BNNPTNT,"Quy định việc cập nhật, khai thác và quản lý cơ sở dữ liệu quốc gia về chăn nuôi",137311,,,,"119066,137311",,,70800,,,,,,,,,,
139072,Thông tư 23/2019/TT-NHNN,"Sửa đổi, bổ sung một số điều của Thông tư số 39/2014/TT-NHNN ngày 11 tháng 12 năm 2014 của Thống đốc Ngân hàng Nhà nước Việt Nam hướng dẫn về dịch vụ trung gian thanh toán","30443,111655,134064",,,,"30443,111655,118609,134064",,117868,,,,,,,,,,"44361,101770",
139129,Thông tư 06/2019/TT-BTP,"Quy định Chế độ báo cáo thống kê thi hành án dân sự, theo dõi thi hành án hành chính",,,,"30308,69272","12318,46740,95927,96035,113074,124252,134690",167957,,,,,,,,,,,,
139656,Thông tư 32/2019/TT-BCT,"Ban hành Quy chuẩn kỹ thuật quốc gia về an toàn trong sản xuất, thử nghiệm, nghiệm thu, bảo quản, vận chuyển, sử dụng, tiêu hủy vật liệu nổ công nghiệp và bảo quản tiền chất thuốc nổ",,,,"12430,27674","12630,13716,15062,122041,124150,124613,128994,129692",,,,,,,,,,,,,
139650,Thông tư 30/2019/TT-BCT,"Sửa đổi, bổ sung một số điều của Thông tư số 25/2016/TT-BCT ngày 30 tháng 11 năm 2016 của Bộ trưởng Bộ Công Thương quy định hệ thống điện truyền tải và Thông tư số 39/2015/TT-BCT ngày 18 tháng 11 năm 2015 của Bộ trưởng Bộ Công Thương quy định hệ thống điện phân phối",,,,,"18565,28068,32512,124613",,,,,,,,,,,,"93602,135461",
140443,Thông tư 12/2019/TT-BKHCN,"Quy định tiêu chí xác định sản phẩm, thiết bị sử dụng nước tiết kiệm",,,,,"12630,12896,15062,27616,67598,114803,124474,128994,132179",,,"12630,40402,114803,122730,128994,132179",,,,,,,,170642,,170642
143056,Thông tư 29/2019/TT-BCT,"Sửa đổi, bổ sung một số điều của Thông tư số 32/2014/TT-BCT ngày 09 tháng 10 năm 2014 của Bộ trưởng Bộ Công Thương quy định về trình tự xây dựng, áp dụng biểu giá chi phí tránh được và ban hành Hợp đồng mua bán điện mẫu cho các nhà máy thủy điện nhỏ và bãi bỏ Thông tư số 06/2016/TT-BCT ngày 14 tháng 6 năm 2016 của Bộ trưởng Bộ Công Thương sửa đổi, bổ sung một số điều của Thông tư số 32/2014/TT-BCT ngày 09 tháng 10 năm 2014 của Bộ trưởng Bộ Công Thương",,,,105375,"18565,28068,32512,124613",,,,,,,,,,,,37526,
139623,Thông tư 28/2019/TT-BCT,"Sửa đổi, bổ sung một số điều của Thông tư số 57/2018/TT-BCT ngày 26 tháng 12 năm 2018 của Bộ trưởng Bộ Công Thương quy định chi tiết một số điều của các Nghị định liên quan đến kinh doanh thuốc lá",,,,,"32558,124613,127429",,,,,,,,,,,,133903,
138989,Thông tư 22/2019/TT-NHNN,"Quy định các giới hạn, tỷ lệ bảo đảm an toàn trong hoạt động của
ngân hàng, chi nhánh ngân hàng nước ngoài","25692,25693",,,"38214,104204,126732,130018","25692,25693,118609",,137326,,168092,,,,,,,"168092,158925,143597",117310,"168092,158925,143597"
139168,Thông tư 79/2019/TT-BTC,Hướng dẫn Chế độ kế toán áp dụng cho ban quản lý dự án sử dụng vốn đầu tư công,,,,,,166774,,,,,,,,,,,,
139619,Thông tư 24/2019/TT-BCT,"Sửa đổi, bổ sung một số điều của Thông tư số 45/2018/TT-BCT ngày 15 tháng 11 năm 2018 của Bộ trưởng Bộ Công Thương quy định vận hành thị trường bán buôn điện cạnh tranh và sửa đổi, bổ sung một số điều của Thông tư số 56/2014/TT-BCT ngày 19 tháng 12 năm 2014 của Bộ trưởng Bộ Công Thương quy định phương pháp xác định giá phát điện, trình tự kiểm tra hợp đồng mua bán điện",,,,,"18565,28068,32512,124613",,,,,,,,,,,,"47435,138125",
138945,Thông tư 20/2019/TT-NHNN,"Sửa đổi, bổ sung một số điều của Thông tư số 35/2013/TT-NHNN ngày 31/12/2013 hướng dẫn thực hiện một số quy định về phòng, chống rửa tiền","32482,32494",,,,"32482,32494,118609",161667,37675,,,,,,,,,,37674,
138969,Thông tư 21/2019/TT-NHNN,"Sửa đổi, bổ sung một số điều của các Thông tư quy định về ngân hàng hợp tác xã, quỹ tín dụng nhân dân và quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân",,,,,118609,,"105634,122819",,"168859,168220,168154,168033,158684",,,,,,,,,
139148,Thông tư 46/2019/TT-BGTVT,"Sửa đổi, bổ sung một số Điều của Thông tư số 25/2019/TT-BGTVT ngày 05 tháng 7 năm 2019 của Bộ trưởng Bộ Giao thông vận tải quy định về kiểm tra chất lượng an toàn kỹ thuật và bảo vệ môi trường trong sản xuất, lắp ráp ô tô",127249,,,,"12333,12630,12896,119316,127249",173208,,,,,,,,,,,137009,
139016,Thông tư 08/2019/TT-BXD,"Quy định về giám sát, quản lý chất lượng các công trình được đầu tư xây dựng theo hình thức đối tác công tư",130707,,,,"36867,66706,126445,130707",,115589,,,,,,,,,,,
158188,Thông tư 57/2019/TT-BCA,"Hướng dẫn thực hiện bảo hiểm y tế đối với người lao động, học sinh, sinh viên và thân nhân của cán bộ, chiến sĩ, công nhân công an đang phục vụ, công tác trong Công an nhân dân",,,,,,,,,,,,,,,,,,
140171,Thông tư 19/2019/TT-BTNMT,"Quy định kỹ thuật về nội dung và ký hiệu bản đồ địa hình quốc gia tỷ lệ 1:2.000, 1:5.000",,,,,"123776,133032,134555",166138,,,,,,,,,,,,
138880,Thông tư 07/2019/TT-BXD,"Sửa đổi, bổ sung, thay thế một số quy định tại Thông tư số 03/2016/TT-BXD                  ngày 10 tháng 3 năm 2016 của Bộ trưởng Bộ Xây dựng quy định về phân cấp công trình xây dựng và hướng dẫn áp dụng trong quản lý hoạt động đầu tư xây dựng",,,,,"66706,67934,121324,126445",152328,,,,,,,,,,,111041,
138713,Thông tư 17/2019/TT-NHNN,"Hướng dẫn công tác thi đua, khen thưởng ngành Ngân hàng",123642,,,128720,"118609,123642",165131,,,,,,,,,,,,
138879,Thông tư 06/2019/TT-BXD,"Sửa đổi, bổ sung một số điều của các Thông tư liên quan đến quản lý, sử dụng nhà chung cư",,,,,"46742,92902,126445",169122,,,,,,,,,,,"98424,118451",
138874,Thông tư 15/2019/TT-BNNPTNT,Hướng dẫn một số nội dung quản lý đầu tư công trình lâm sinh,,,,,"67934,70800,96273,119066,126306,137727",,,"67934,96273,137727",,,,,,,,"173189,164789",,"173189,164789"
139071,Thông tư 13/2019/TT-BNNPTNT,Quy định về trồng rừng thay thế khi chuyển mục đích sử dụng rừng sang mục đích khác,,,,125903,"119066,126306,155783",158961,,125903,,,,,,,,,,
139070,Thông tư 12/2019/TT-BNNPTNT,Quy định về thống kê ngành lâm nghiệp,,,,,"95927,113074,113087,119066,130098,132183,133885,134690",,,"113087,130098,132183,133885,134690",,,,,,,,164789,,164789
154941,Thông tư 156/2019/TT-BQP,Hướng dẫn thực hiện chuyển nhượng vốn nhà nước đầu tư tại công ty cổ phần do Bộ Quốc phòng là cơ quan đại diện chủ sở hữu,"86937,128863",,,,"46790,86937,128863,132854",,,,,,,,,,,164941,,164941
153959,Thông tư 157/2019/TT-BQP,"hướng dẫn thực hiện quyền, trách nhiệm của đại diện chủ sở hữu đối với doanh nghiệp do Nhà nước nắm giữ 100% vốn điều lệ và phần vốn nhà nước tại doanh nghiệp do Bộ Quốc phòng quyết định thành lập hoặc được giao quản lý",133955,,,113078,"46751,46790,132854,133955",,,"86937,128863,133955,137226,149007",,,,,,,,,,
153958,Thông tư 155/2019/TT-BQP,hướng dẫn chuyển doanh nghiệp nhà nước và công ty trách nhiệm hữu hạn một thành viên do doanh nghiệp nhà nước đầu tư 100% vốn điều lệ thuộc Bộ Quốc phòng thành công ty cổ phần,125892,,,113077,"46751,46790,125892,132854,133955",,,"125892,129038,133955,138234,153957",,,,,,,,164941,,164941
138489,Thông tư 39/2019/TT-BGTVT,"Quy định trách nhiệm của chủ phương tiện, thuyền viên, người lái phương tiện, đảm nhiệm chức danh thuyền viên và định biên an toàn tối thiểu trên phương tiện thủy nội địa",,,,"92323,118121","19476,36824,119316",,,,,,,,,,,,,
138294,Thông tư 15/2019/TT-NHNN,"Sửa đổi, bổ sung một số văn bản quy phạm pháp luật 
về hồ sơ, thủ tục hành chính trong lĩnh vực quản lý ngoại hối",134064,,,,"118609,134064",,"43333,97013,110817,111793",,,,,,,,,,"43333,44180,97013,110817",
141438,Thông tư 16/2019/TT-BGDĐT,"Hướng dẫn tiêu chuẩn, định mức sử dụng máy móc, thiết bị chuyên dùng thuộc lĩnh vực giáo dục và đào tạo",,,,,"18129,23779,27706,122988,123134,137459",,,,,,,,,,,,,
139669,Thông tư 19/2019/TT-BCT,Quy định về áp dụng các biện pháp tự vệ đặc biệt để thực thi Hiệp định Đối tác Toàn diện và Tiến bộ xuyên Thái Bình Dương,,,,,"123028,124613,128675",,,,,,,,,,,,,
